Subject,Content
환경/공원/상수도,"본인이 살고있는 ○○○동 ○○○번지에서 등촌○동 ○○○(중고차 단지)까지 매일 자전거 출근합니다.아침에 살수 청소차량이 도로에 물을 뿌린것이 대충 34년전 부터인데 ,노면 가운데는 뿌리지 않고 가상자리에만 물 뿌리고 갑니다.(자전거도로와 가까운 차선)인도와 차도사이는 자전거 도로 입니다 . (2010년도경 자전거도로 설치됨)살수물 때문에 자전거도로를 피해 인도로 가지만, 2차선 주행차량은 대수롭지않게 물을 튕기면서 지나갑니다.도로 가운데 1차선 은 항상 물을 뿌리지 않슴니다. 왜 ? 자전거도로 에만 물이 차도록 하는지요.?아침마다 자전거 도로를 이용 할 수 없습니다. 살수 차량 물 때문에,항상 여름만 닥아오면 같은 현상이 반복 됨니다.물있는곳 자전거 바퀴 지나면 물이 회전하며 사람 등과 머리까지 튕깁니다.(자전거타는 사람에게 물어보세요.물을 뿌리는 이유가 더 큰 효과가 있다면, 감수 하겠습니다.검토해 주십시요. 수고하십시요."
여성/보육/아동 청소년,"시장님안녕하세요^^ 저는 동작구 ○○○에 거주하는 서울시에서 아이를 낳고 싶은 사람이에요^^ 아이를 낳으면 어떤 혜택을 누릴 수 있는지 ,아이를 낳았을 때 대표적인 서울시 정책 좀 알려주세요 ^^"
환경/공원/상수도,"안녕하세요^^ 동작구 ○○진○동에 살고 있는 시민입니다.길거리에 애완견과 같이 나온 애완견 주인이 애완견의 똥을 치우지 않는 경우가 종종 있습니다.이로인해 시민들이 개똥을 밟게 되는 경우가 종종 있습니다.애완견의 똥을 치우지 않는 애완견의 주인에게 벌금을 강화해서 이런 문제점을 해결 할 수 없나요?지금 이 문제점에 대한 벌금제도가 있다면, 벌금은 얼마인지 궁금해요.인터넷에 검색해도 잘 안 나와있더라고요.ㅜ벌금을 10만원정도로 높이고, 신고포상금제도도 도입하여서 걷은 벌금으로 포상하면참여도 높아질 수 있을 것 같은데요.제가 제안한 것이 실현 가능한 것인가요?대단히 감사합니다."
교통,안녕하세요 우선 제 민원을 처리해주시는 담당자분께 감사의 말씀을 드립니다. 다름이 아니라 불법주차 문제때문에 이렇게 민원을 쓰게 되었습니다 저는 ○○○ 테크노마트 옆편에 위치한 아파트 단지인 ○○○ 아파트에 살고있습니다 차를 가지고 출.퇴근을 하는 직장인으로서 항상 퇴근시간이되면 ○○○ 테크노마트 정문쪽을 통하여 아파트정문으로 들어오게되는 정문앞쪽 차선이 온갖 택시들로 인한 불법정차들이 상당히 많습니다 기본이 7대 이상입니다 더욱이 주말이되면 ○○○ 테크노마트에 있는 결혼식장때문에 도로에 대형고속버스들이 6대이상이 줄지어서 한차선을 점령하고있습니다 구로구청당직실로 민원을 넣고 경찰에도 민원을 넣으면 그때뿐이지 가고 나면 바로 다시 옵니다 이 장면을 너무나도 많이 목격한바 근본적인 대책을 강구해야겠다고 생각하고 이렇게 불법주정차 cctv신설을 요청하게 되었습니다 더욱이 이렇게 택시들이나 버스등 운전자가 있는경우에는 주로 과태료처분은 안하고 계도조치만 해서 문제가 계속 생기는것 같습니다 불법주정차 단속 cctv가 신설되면 따로 민원 넣을일도 없으니 구청이나 경찰 차원에서도 행정력을 낭비하는 문제가 해결될것이라고 생각합니다 그리고 ○○○ 테크노마트 도로쪽에는 불법주정차 단속 cctv가 한대조차 없습니다 이런 점을 모두 감안 하시여 담당자분께서는 꼭 불법주정차 cctv를 ○○○ 테크노마트 정문 앞쪽 도로에 설치해주실것을 부탁드립니다. 끝으로 긴 이야기 들어주셔서 정말 감사드립니다.
교통,○○역 에스컬레이터 공사가 1년 넘게 진행중입니다그런데 굳이 수억원을 들여가며 그런 공사를 해야하는지요?그 옆 출구에 노약자를 위한 엘리베이터도 있거든요.계단으로 놔두면 전기료가 안들고 건강에도 좋을텐데 말이죠.그러한 예산은 복지 향상에 쓰면 좋겠습니다.에스컬레이터를 설치해야만 하는 이유를 알고 싶습니다.
복지/어르신/장애인,"저는 ○요일마다 ○○역에서 빵과 음료를 나누는 모임에 다니는 대학생입니다.오늘 그곳에서 매주 뵙는 분이 카페에서 바리스타를 하신다고 해서 광교 밑 카페로 향했었습니다.노숙인 재활을 돕는 점과 서울시가 무료로 자리를 내주는 배려가 느껴지는 점에서 저는 광교 밑의 별인인가 카페점이 시민들의 노숙인에 대한 인식이 긍정적으로 변해질것이라고 느꼈습니다.별인인가 2호점이 시청앞에도 생긴다고 하니 참 반갑고 미소가 띄어지는 뉴스입니다.하지만 오늘 그곳에서 일하시는 분과 대화를 하는 가운데, 시범적인 운영이기에 5월달까지만 카페를 하게 될 것같다고 들었습니다.시장님! 부디 노숙인 아저씨들이 시민들과 대화하며 소통하며 경제활동을 하는 귀한 일자리를 꼭 지켜내주시기 바랍니다!"
기획/감사/교육/정보화/마을공동체,"따뜻한 봄날에 고생 많으십니다.지역인재 선발에 관하여 문제점 떄문에 민원신청을 해봅니다지역인재 자격요건을 보면 특성화고,마이스터고 졸업자(졸업예정자)로 졸업한지 1년이 지나지 아니한자중에학교장 추천을 받은자.이렇게 명시 되어 있습니다.하지만 가장 투명성이 확보되고 누구에게나 자격을 줘야대는 시험에서 특정한 자격요건이 있는게 이해가 되지않습니다. ""공기업에 경우 최종학력이 대졸인경우에도 고졸전형으로 채용시험에 응시 할수있는데""이 자격요건 떄문에 뜻하지않게 최종학력이 중졸 및 고졸,대졸 모두에게 피해가 있을뿐더러장애인 및 여성에게도 인권문제가 발생합니다예) 현재 장애인에 대한 일반 공무원 채용시 장애인 전형이 따로 있는데.(지역인재에는 따로 없습니다.)예) 지역인재 채용은 기술직(기계,전기 등)대두수의 옛)공업학교에만 해당됩니다. 이 떄문에 대부분인 공업학교는 남학교이기 떄문에 합격자에 여성비율 또한 맞지가 않습니다.저는 고졸 지역인재 이제도는 굉장히 좋은제도라고 생각합니다.(대학을 안가도 공무원이 될수있다는)하지만 특정학교 출신에게만 기회를 준다는건 공무원이라는 직업에는 맞지가 않다고 생각합니다특정학교 출신이 아니고 고졸전형으로 수학능력시험 및 현행 공무원 공개채용 방식이 투명성 및 공정성을 확보하는 방안이라고 생각 듭니다..(긴 글 읽어주셔서 감사합니다.)"
환경/공원/상수도,어린이대공원을 이용하는 사람입니다저녁시간에 대공원에 가면 딱 한가지 마음에 걸리는 것이 있습니다대공원 후문쪽에 위치한 농구장을보면 항상 안쓰러운 마음이 생겨납니다. 저녁 어둑한 시간이면 한두개의 약한 조명과 흙먼지 바닥에서 농구를 하는 아이들을 보고있으면 참 안쓰럽습니다열약한 환경에서도 웃으며 즐겁게 농구를하는 아이들을 보고있으니 바닥이나 조명 하나라도 바꿔주고 싶습니다
환경/공원/상수도,안녕하세요~○○대교 아래부근으로 이번주말에 가보려고 하는데한강주변 텐트치는것은 불법인가?가능한 장소만 있는건가요? 만약 가능하다면 ○○대교 아래 주변에 가능한지요?
교통,서울 1호선 ○○역1번 출구와 2번출구 근처에 ○○역 개선공사 이렇게 적혀있는데요..이거 공사기간이 언제부터 언제까지입니까??
교통,"안녕하세요 시장님? 다름이 아니오라 4,7호선 남쪽 환승역 ○○○입구(○○)역은 아직도 사람들이 헷갈려하는 역 중 하나인데요, 그래서 말씀드립니다. 4호선의 역명을 ○○○입구(○○)에서 ○○역으로 바꿔 주시기 바랍니다. ○○○입구역측에서 반발하면 ○○역의 역명을 ○○○입구(○○)이라고 바꿔주셨으면 합니다. 역명 때문에 많은 시민들이 ○○○입구와는 거리가 먼 ○○○입구(○○) 역에서 ○○대를 찾고 있습니다. 돈이 많이 들지 않는다면 역명 변경 부탁드립니다."
안전/소방/민방위,시장님 민방위훈련8년차 비상소집1시간 교육이있습니다.아침7시까지인데 출근이 6시입니다. 회사에선 무급휴무로 대체하라는데 1시간 교육때문에 생계를 어렵게하네요대체교육 희망하였으나 오후교육이나 주말교육은 없답니다. 공무원 퇴근과 휴일관계로여 비상시에도 휴일이있는건지 이해가되질않습니다
환경/공원/상수도,최근 스포츠 클라이밍이 extreme 스포츠로 각광을 받고 있습니다.현재 강한강 이북쪽에서는 뚝섬 외벽이 설치되어 있습니다만 강남쪽에는 보라매 인공외벽외에는 쉽게 이용할 수 있는 인공외벽이 없는 상황입니다. 한강공원이나 선유도 공원 인근에 인공외벽을 설치한다면 강남이나 강서지역주민들이 쉽게 이용할 수 있고 시민건강에도 일익을 담당할 수 있다고 생각합니다.스포츠 클라이밍은 남녀노소 누구나 할 수 있고 가족과 함께 한강에서 손쉽게 즐길 수 있고 미관상으로도 훌륭한 구조물이라 생각하여 제안합니다
환경/공원/상수도,관악산을 오르려고 버스로 서울대 입구에서 내렸습니다.그런데 바로 옆에 관악산을 두고도 무슨 공사장도 아니고 길고 높은 초록색 철망으로 길을 우회시켜 놓았더군요. 아마도 관악산 만남의 광장을 통해 관악산을 오르게 하려는 의도가 아닌가 추측됩니다.거기엔 주차장과 각종 편의시설 음식점등이 몰려있었기 때문입니다.그런 의도가 아니라 차량 통제가 목적이라면 사람들은 출입할 수 있도록 하고 차단봉만 설치하면 될 텐데 도대체 왜 관악산으로 빠르게 오를 수 있는 입구를 막아 놓았는지 이해할 수가 없습니다.빠른 설명 및 시민을 위한 편리한 입구 조정을 희망합니다
기획/감사/교육/정보화/마을공동체,"수고많으십니다.송파구 ○○로 ○○길 ○번지, ○○번지와 거마로 ○○길 사이에 송파구청 공유지가 있습니다.이 공유지 지역은 지나가는 행인들이 쓰레기를 버리고, 때론 담배불을 던지기도해그동안 몇번 송파구청에 CCTV설치를 요청하였지만 아직까지 시행되지 않았습니다.(저희 집에선 ○년여전에도 구청에 같은 민원을 제기했습니다)작년에도 공유지에서 불이나 소방차가 출동한 적이 있었고얼마전에도 ○○길 ○번지에 불이 났습니다.가뜩이나 단독주택들이 밀집된 지역이고 반지하집들, 노인들이 살고 있는 집들이 많은데이런 곳에 제대로 관리되지 않는 공유지가 있고,그 공유지에서 항상 쓰레기가 버려지고, 때때로 불이 나는 위험이 발생하고거여동에 사는 서울시민으로 굉장히 불안을 느낍니다.자신의 가족이 사는 집 앞에 관리되지 않는 공유지가 있고 새벽에 때때로 누군지 알 수 없는 행인이 지나가며 담배꽁초를 버린다고 했을 때 안심하고 살 수 있을까요?서울시의 성의있는 답변 및 처리 부탁드립니다."
교통,현재 ○○ ○○백화점 뒤 ○○어린이공원 근처에서 일을 하고 있습니다.이곳 공원 주변 골목은 도로가 좁기때문에 일방통행으로 운영되고있는데공원 좌측(○○○빌딩과 공원사이)은 인도조차 없습니다.더 화가 나는것은 이 골목에 거주자 우선주차구획이 있어 이곳을 지날때면지나가는 차의 사이드미러와 여러번 접촉이 되곤 합니다.실제로 행인이 다치는 사고도 목격했구요 하루에도 몇번씩 시비가 생기는그런 곳입니다더군다나 위급상황시 소방차량 통행도 힘든 상태구요.거주자우선주차구획 때문에 생기는 사고와 위험을 계속 방치하실 건가요?서대문 구청의 안일한 교통행정 때문에 시민 뿐 아니라이곳을 찾는 외국관광객의 안전까지 위협받고 있습니다.하루빨리 시정해 주세요!
교통,환승하고 하차시카드를안찍고내리면 왜해당차량의기본요금을부과하나요 종점까지탑승하여도 기본요금이안나올텐데?
여성/보육/아동 청소년,"출산 장려책의 일환으로 시행되는 것은 이해합니다만,참가 자격을 제한하는 것은 역차별이라고 생각합니다.외둥이들이 배제되어야 할 이유가 없으며어떠한 사정으로 인해 자녀를 더 가질 수 없는 가정에게 주는상대적 박탈감도 충분히 고려해야 하지 않을까요?"
문화/관광/체육/디자인,"안녕하세요.○○야구장에 3층은 장애인석이 있습니다.하지만 2층은 장애인 엘리베이터가 있고, 화장실도 장애인용이 있는데, 2층 내야 지정석쪽에는 장애인석이 없습니다. 야구장에 야구보러 왔는데 장애인은 꼭 외야쪽 멀리서만 봐야 하는지요?안전을 위하여 그렇게 할 수 있다고 하지만 충분히 예방을 할 수 있는데 차별을 하는 것은 문제가 있다고 생각합니다. 내야 진입을 위한 램프나 리프트가 없어 직원의 도움으로 들어갔지만 화장실 갈때마다 이런 일을 반복해야 하는데 화장실을 만들면서 이 부분은 생각 않하셨는지요?○○야구장만이 아니라 서울시에서 관리하는 모든 운동경기장에 장애인도 즐겁게 재미있게 경기를 관람할 수 있는 시설을 부탁드립니다. 참고로 인천 문학경기장은 내야에 장애인석이 있습니다.수고하세요."
교통,"하이패스의 경우, 기기고장 등으로 인해 통행료가 정상납부되지 않으면 통행료 고지를 통해 사후에라도 정상 납부할 수 있도록 되어있습니다.남산터널의 혼잡통행료는 이러한 절차없이 과태료가 부과되며, 자진납부시에도 20% 경감된 과태료 부과되는 등 개선의 필요가 있습니다.제가 잘못알고 있다면, 정상 통행료 사후납부 방법을 안내해 주시기 바랍니다."
환경/공원/상수도,"○○ 보금자리주택지구에 대한 ""물순환회복및 저영향개발조례""에 따른 서울시빗물기본계획(안)의 적용지구는 아닙니다 그러나 첨부 자료에 의하면 우수유출저감시설계획에 옥상집수를 포함하였읍니다 분명히 지붕녹화와 옥상집수는 구별이 되어야 합니다 옥상집수는 빗물과는 아무런 관계가 없으며 오히려 상수도와 연관되므로 우수유출저감시설이 될 수없읍니다 이런 차원에서 개략적으로 서울시의 필요대책량 산출을 해보면 차이가 많아 이지역에 기습형 호우로 지역침수 혹은○○ 천 범람이 있을 시엔 이것이 그 원인이 될 수도 있어 바로잡아 주셨으면 하는 의미에서 검토자료을 올립니다"
환경/공원/상수도,"@seoul_eds 답변감사합니다만, 상가건물에 입주해있는 경우라 박스배출을 어디로 해도 갈가가 될 수밖에 없네요. 대로변이라 기타재활용품배출은 문제가 안되는데 박스가 문제입니다."
교통,○○구민으로 ○○역을 이용하는 시민입니다. ○호선과 ○호선을 연결하는 통로를 이용하는데 북쪽부분 유리창은 몇년을 청소를 안했는지 정말 부끄러울 정도로 지저분하고 더럽습니다. 매년 깨끗한 서울가꾸기 행사도 하는 걸로 알고 있는데 정기적인 청소로 서울 이미지를 개선해주셨으면 합니다. 참고로 ○호선 역에 문의한 결과 이곳은 ○호선에서 관리하는 곳이라 들었습니다. 수고하십시요
건강/식품위생,정책이나 그런건 잘 모르는 일반 사람이지만궁금해서 여쭤봅니다.구마다 금연정책이 다른 이유가 뭔가요?서울안에서 이동하는 일이 잦은데구마다 금연제도가 다르니 헷갈리고비흡연자로서도 의견을 내기가 어려워요.
교통,"안녕하세요? 면목동 ○○교회 앞 어린이 보호구역 지정 이면도로의 경우. 보호구역 표시가 길가에 있지만, 잘 눈에 띄지 않고,○○아파트 사거리에서 오는 차량들이 속도를 높여 오는 경우가 많아, ○○아파트 앞 구간부터 어린이 보호구역임을 알리고, 보온식 횡단보도 등 기존 횡단보도에 과속방지 기능을 추가하는 한편,○○교회 앞 이면도로에도 어린이보호구역 표시 및 칼라포장을 도로 바닥에 확대하고,면목동길에서 이면도로 접속구간에도 ○○시장(○○마트 앞) 횡단 보행자와 면목동길에서 우회전해 들어오는 차량 동선이 겹치는 경우가 있는데 이곳에도 과속방지턱 추가 설치 등의 안전조치가 필요해보입니다.감사합니다."
교통,"안녕하세요 서울에 거주하고 있는 ○○살 여대생입니다.이렇게 민원을 제기하게 된 이유는오늘 ○○동에서 ○○문까지, ○○문에서 ○○동까지 자전거를 타고 이동을 했는데자전거를 안전하게 이용할 수 있는 길이 너무 부족했습니다.특히 ○○리 청과물시장쪽은 정말 자전거가 지나갈 수 없는 수준이었습니다.인도로 가자니 울퉁불퉁한 길일 뿐더러 보행자가 많아 자전거를 타기 위험했고차도 갓길을 이용하자니 노랑 경계선 사이 홈이 크고 이 역시 울퉁불퉁한 곳이 많을 뿐 아니라트럭이나 버스 등 큰 차가 옆으로 오면 정말 위험하고 오토바이 사고도 걱정이 되었습니다.그리고 중간중간 주차되어있는 차때문에 온전히 차도도 이용할 수 없고버스정류소가 있는 곳이면 다시 인도에 올라가야 했습니다.통계적으로는 정확하지 않지만 서울 곳곳을 돌아다니며 제가 느낀바로는○○지역에 비해 ○○지역의 자전거 도로가 확연히 부족하다고 생각합니다.일례로 오늘 저는 ○○지역에서 40분정도 자전거를 타며 자전거도로를 찾았지만이용할 수 있는 곳은 단 한곳 약 2분정도였고, 제가 다른 방문목적으로 ○○, ○○정을 갔을때에는자전거를 타지 않은 상태였지만 자전거도로를 쉽게 찾아볼 수 있었습니다.물론 공원이나 지정된 자전거도로에서 타면 이러한 문제가 덜 발생할 것이지만,저 뿐만 아니라 오늘 제 주변의 많은 분들이 이러한 문제 때문에 많은 어려움을 겪는 것을 보았고자전거도 엄연한 교통수단임으로 서울시청에서 이에대한 관심과 개선방안을 마련해주셨으면 좋겠습니다.물론 이는 다른 문제보다 광범위하고 가볍게 해결 할 수 있는 문제가 아닌 것을 압니다.○○리 청과물시장과 같은 지역특성상 자전거도로구축이 힘든 곳은 제외하더라도실행가능 한 곳에 대한 검토는 해주셨으면 좋겠습니다.저의 작은 민원으로 인해 조금이나마 자전거도로 문제에 대한 관심을 더 갖는 계기가 되어장기적인 개선이 진행되었으면 하는 바람입니다.바쁘신 와중에 긴 글 읽어주셔서 감사합니다."
교통,"요즘 출, 퇴근 시간에 지하철 에어콘 가동을 중지해 주십시요.봄이 오고 있다지만 현재 아침 저녁으로는 쌀쌀한 날씨 입니다.아침과 저녁은 10도 아래란 말입니다.도대체 이 기온에 에어콘 가동이 합당한지 정말 이해가 안됩니다.혼잡한 출퇴근시간 공기의 질을 위해서 송풍기 가동은 이해 하지만 거기에 에어콘은 아닙니다.하다못해 오늘은 토요일이라 지하철이 혼잡하기도 않았는데 열심히 가동되더군요....지하철 계속 되는 적자로 6월 부터 무려 300원이나 올린다는데...정말 한 숨만 나오는 행정입니다.현재 덥다고 에어콘 틀라고 민원내는 재정신 아닌 사람들 민원만민원이라 생각하지 말고 재정신 박힌 사람이 내는 민원이나 받아주세요..."
교통,용산04 ○○역 정류장 푯말 위치 옮겨주세요.정류장 따로 승하차 위치 따로입니다.그래서 항상 줄이 두줄인데 항상 민원제기를 해도 그때뿐입니다.버스가 정류장에 정차안하고 다른곳에서 정차하는게 말이됩니까?
교통,"○○역 출입구 관련입니다. ○○역 주변이 한창 개발 중인 것으로 알고 있습니다. 당초 한개출입구에서 4개를 추가하여 내년 상반기를 목표로 공사중인것으로 알고 있습니다. 향후 ○○단지 및 ○○단지가 17년 상반기 중으로 완공하여 입주예정입니다. 각각 ○○○세대 1○○○세대로 부양가족등을 포함하면 5,○○○명이상이 추가 유입될 예정입니다. 향후 입주인원등을 예상하여 ○○단지쪽으로도 새로운 ○○○ 출입구 건설이 필요하다고 생각됩니다.현재 아직 입주하지 않은 단지 주민들이 향후 입주시 이동거리와 불편한 사항들을 고려하여 ○○단지쪽에도 미리 출입구를 건설하여 향후 유동인구등을 대비할 수 있는 선견지명의 행정이 필요한 시기라고 생각됩니다."
교통,성수역 ○번출구 앞인데 마을버스 줄서는 방향에 항상 가판대가 있어 불편합니다. 문제없는지 검토 부탁드립니다.
문화/관광/체육/디자인,동대문 운동장 역사문화공원일부라도 설계번경 했으면 해서요좋은땅에다가 시맨트 덩어리로꽉 막혀 있음니다 정말 어울리지도 않고휴식공간이 너무업는대다가 공원이라기 보다는 커다라 산업폐기물 같습니다 도심에서 제일 필요한거프르룸과 한국식 건물과 역사공원이어울리지 펴기된 우주선 같은거볼때 마다 가슴답답 힙니다공사금엑 크게 해서 뒷돈 챙기는줄을몰라도 너무 어처구니 업는 건축물 이라고 생각 합니다
교통,"시장님! 지하철 화장실 냄새가 정말 너무너무 심한 것 같아요! 물론 철도사업자의 일이고 아주 많은 사람이 이용해서 어쩔수 없는 것이겠지만, 시장님께서 조금만 신경써 주세요... ㅜㅜ"
복지/어르신/장애인,안녕하세요. 문의할 것이 있어 연락드립니다.어머니가 거동이 불편하셔서 환자용 침대와 휠체어가 필요한데시에서 대여할 수 있다는 이야기를 들어서 문의드립니다.혹시 시에서 지원하는 시스템이 있는지요.
교통,"안녕하세요. ○○신도시 ○○지역에 입주를 하게 될 서울 시민입니다.○○신도시 ○○ 지역에 아파트 분양을 받아 요즘 ○○신도시에 대해 관심이 많이 있습니다.제가 직장이 인천공항쪽이라 ○○신도시 입주 후 ○○신도시에서 인천공항에 가는 리무진 버스가 있는지알아 보았는데,아직 ○○신도시 내에서는 리무진 버스가 없으며, 서울버스리무진에 알아보니 아직 별도 ○○신도시 내 노선을 만들 생각이 없다고 유선 통화 확인 하였습니다.제가 제안 하는 것은, 당장 ○○신도시 내 공항리무진 노선을 만들 수 없으면,○○차고지를 차고지로 사용 하고 있는 서울버스리무진을 위례 시민 들이 이용 할 수 있게,○○차고지 바로 앞에 리무진 버스를 이용할 수 있는 정류소로 만들어 주셨으면 합니다.제가 ○○차고지에 어떤 노선 버스가 차고지로 이용 하고 있는지는 모르나,○○차고지 앞에 버스 정류장을 만들면, 여의도버스환승센터 처럼 여러 지역을 쉽게 갈 수 있는 환승센터가만들어져 위례 지역 주민 들이 대중교통을 쉽게 이용 할 것 같습니다.제가 서울시 대중교통 시스템에 대해 몰라 단순하게 생각한 제안일 수 있으나,긍정적으로 검토 부탁 드립니다.감사합니다."
교통,수서역 주변의 밤고개로 한번 보셨습니까? 2km를 버스로 40분 걸립니다. 출퇴근시 정신 없습니다. 근데 왜 서울시에서 손놓고 있나요? 부분 확장요? 교통 대란 그대로입니다. 전체 확장 해주세요
환경/공원/상수도,"한강시민공원을 사랑하는 시민의 애정으로 문의드립니다.작년 한강 시민공원 불편사항에 대한 민원으로 한강 시민공원으로 찾아 갈 수 있는 안내표지판을 만들어주신다 하여 많은 기대를 하였습니다만 사실 기대에 미치지 못하여 이렇게 글을 올립니다.첨부파일에 등록된 사진과 같이 훌륭한 디지인에 튼튼한 표지판, 흠잡을 때 없어 보입니다 만은세부적으로 봤을때 문제가 많이 보입니다.우선 이렇게 두개로 만드신 이유가 뭔지 모르겟습니다.시정에 많은 예산에 부족하신걸로 알고 있습니다, 하나만으로 충분했을것을 두개나 왜 만드셨는지모르겟습니다.지도를 두개로 갈라 놓아, 보는 이로 하여금 정확한 위치를 확인키 어렵습니다.저 위 지도 두개는 하나의 지도입니다. 즉 하나로 붙어있어야 더 싸인성이 좋아 보임에도 두개로 나누어정확한 위치가 어딜지 거리가 얼마나 될지 직관적으로 판단할 수 없게 만들어져 있습니다.훌륭한 안내 지도를 둘로 나누어 그 효과가 반감됨을 심히 안타깝게 여겨지어이렇게 민원을 넣게 되었습니다.두번째는 한강공원 주변 지역에 설치된 옛날 지도입니다. 첨부된 화일처럼 낡고 지명도 바뀌어진 것이 많습니다.지도의 범위도 적어 어디가 암사역으로 가는 방향인지 모릅니다.만약 외국이나 지방 혹은 다른 지역에서 온 시민이 광나루 지구를 대중교통으로 이용한다면, 찾아가기 정말 어려울듯 합니다.한강시민공원은 서울의 자랑이라여겨집니다. 훌륭한 컨텐츠 확트인 뷰이처럼 훌륭한 자원을 잘 안내하는 안내지도는 더없이 중요하다 여깁니다.이 지도를 하나로 만들어 암사역 근방 등등 각각의 중요 지점에 설치된다면, 예산낭비도 줄이고한강공원을 방문하는 한국인 외국인의 수 또한 많아 지리라 여겨집니다.시정에 많은 노력 기울이시고 있는거 익히 알고 있으나 이 처럼 예산을 투입하시고효과가 반감되는 사업이 적어지기를 기원하는 바입니다.항상 힘써주시는 점 깊이 감사드립니다."
교통,"전철노선 1호선.2호선.3호선.4호선,5호선 등 환승역구간에서 보행시 실수로 반대편 시승을 했을시본래 전철구간으로 건너서 탑승할때에 동일역사 5분 재개표를 사용치 못한 경우가 많습니다.보완요청 사항은 다음과 같습니다. 환승역구간에서 나가는곳과 환승역 구간을 구분해서동일역사 5분재개표 안내 표지판을 크게 부착해 주시고, 안내 방송도 함께 홍보해 주시기 바랍니다.노약자분들의 안전보행을 위한 사항이오니 조속한 시일에 시정 조치해 주시면 더욱 감사합니다."
문화/관광/체육/디자인,@고척돔 문의드립니다. 오늘 올라온 공정 사진을 보니 백스탑 쪽에 나무댄게 좌석 제작하는중인가요? 그리고 사진 첨부한것과 같이 지붕마감 울퉁불퉁한 부분 손봐야 될것 같은데요?@고척돔 좌석은 언제부터 설치가 되는지 궁금합니다. 6월말까지 완공이 가능하긴 한건가도 궁금해요. 공정사진을 보니 좀 불가능해보여서요..백스탑쪽 좌석은 방수되는건지 궁금합니다. 음료수같은걸 흘려도 안스며드는걸루 설치가 되면하네요.@백스탑쪽 설치가 되면 기존좌석이랑 높이 차이가 좀 나나요? 흔히 단이 생긴다고도 말하죠. 궁금합니다!
환경/공원/상수도,학교 옥상녹화 사업이 이렇게 많은 이야기를 만드네요.모여서 여러 영역으로 나눠 시민. 관이 할 수 있는 일들에 대해 토론하고 실천 반안을 의논하면 좋겠다은 생각이 드네요.하나의 변화가 주렁주렁 변화를 끌어낼 수 있는 힘을 만들어내는 희망을 봅니다.조이님의 의견 소중하네요.무심코 채워서 버리는 쓰레기봉투. 이제 쓰레기 제로를 위한 서울시민들의 아이디어를 모으는 것도 공모 해봄직 하네요.저부터 쓰레기를 안만들 수 있는 방법을 고민해보고 제가 근무하는 학교에서 공모를 해도 좋겠다는 생각이드네요.옥상 위험하지요. 그랴서 안전대책 필요하구요. 학생들이 마을과 함께 옥상 녹화에 주도적으로 함께할 방안을 찾아봐야죠.학교옥상이 푸르러지면 에너지 적게들고 원전하나 줄일 수 있지만 빗물저장 시설 필요할 것같구요. 하중에 따른 건물안전진단 필수 일 것같네요. 학부모와 마을 어른들이 함께할 방법도 찾아봐야하구요. 분명한 것은 돈으로 보기좋게 해놓았다가 시간 지나면 흉물되는 공간 되지 않게 해야합니다.
교통,"시장님, 지하철 내부 온도, 습도와 야외가 매우 괴리감이 큽니다. 어떤 기준으로 제어하는지 모르겠으나, 지하철 승객들은 그로 밀미암아 골병듭니다. 당시 기상 상태를 모니터링하여 내부 환경을 조절하는 데 신경을 써주었으면 합니다."
주택/도시계획/부동산,"민원요지:공동주택 노후 급수배관 교체공사에 있어서 주택법시행령 제47조 제1항 별표3의 규정에 의한 입주자 2/3이상동의 및 관할지자체장의 행위허가에 대하여 200○ . ○ . ○ ○ 일 ""고객만족센타○ ○ ○ "" 로 회신을 받은바 있고 이 내용이 현재 서울시청 홈페이지에 게시되 있다고 기억하고 있습니다만. 서울시청 홈페이지에서 찾지 못하여 민원을 제가히기에 이르렀습니다.1. 국토교통부 유권해석인지? 아니면 서울시 유권해석인지?2. 서울시청 홈페이지 어디에 게시되어 있는지?찾아 주시면 대단히 감사하겟습니다."
환경/공원/상수도,천연잔디 운동장은 잘 생각해보셔야 합니다. 제 첫발령지가 천연잔디였는데 운동장을 사용할수 있는 시간이 365일중에 60일이 안됩니다. 그 관리비용이 얼마나 대단한지 생각해보고 실천해보세요. 봄엔 새싹이 자라서 5월 말쯤에 쓸수 있고 우선 축구는 할수 없습니다. 농약이 없으면 키울수 없기에 약을 치는 날에는 애들이 운동장에 가지 못하게 하죠. 가을엔 운동장에 낙엽 주으러 매일 애들이 청소하러 다녀야할지 모릅니다. 정말 잔디를 키워봤다면 우리나라의 혹독한 겨울 기후가 있는 곳에서 천연잔디는 어불성설이라는 것을 생각해보셔야 하고 교육과정 내에서도 흙바닥에 많은 그림을 그려 활동하는 내용이 많습니다. 흙을 싫어하고 흙이 미개하다고 생각하는 건 아닌지 고려해 주세요.
